,Country,POL,Year,Value
0,Australia,SOX,1990,1585.187
1,Australia,SOX,1991,1569.962
2,Australia,SOX,1992,1652.023
3,Australia,SOX,1993,1742.301
4,Australia,SOX,1994,1764.29
5,Australia,SOX,1995,1673.394
6,Australia,SOX,1996,1761.397
7,Australia,SOX,1997,1817.485
8,Australia,SOX,1998,1742.829
9,Australia,SOX,1999,1831.736
10,Australia,SOX,2000,2342.481
11,Australia,SOX,2001,2584.435
12,Australia,SOX,2002,2774.853
13,Australia,SOX,2003,2774.556
14,Australia,SOX,2004,2512.307
15,Australia,SOX,2005,2520.124
16,Australia,SOX,2006,2482.611
17,Australia,SOX,2007,2444.737
18,Australia,SOX,2008,2512.359
19,Australia,SOX,2009,2597.916
20,Australia,SOX,2010,2378.108
21,Australia,SOX,2011,2507.008
22,Australia,SOX,2012,2518.091
23,Australia,SOX,2013,2414.181
24,Australia,SOX,2014,2499.707
25,Australia,SOX,2015,2384.848
26,Australia,SOX,2016,2465.66
27,Australia,SOX,2017,2287.733
28,Australia,SOX,2018,2083.047
29,Australia,SOX,2019,2152.252
31,Australia,SOX,1990,39.215
32,Australia,SOX,1991,34.644
33,Australia,SOX,1992,34.213
34,Australia,SOX,1993,31.367
35,Australia,SOX,1994,28.731
36,Australia,SOX,1995,35.294
37,Australia,SOX,1996,36.483
38,Australia,SOX,1997,36.21
39,Australia,SOX,1998,32.265
40,Australia,SOX,1999,28.787
41,Australia,SOX,2000,30.657
42,Australia,SOX,2001,29.919
43,Australia,SOX,2002,29.966
44,Australia,SOX,2003,30.794
45,Australia,SOX,2004,32.345
46,Australia,SOX,2005,32.776
47,Australia,SOX,2006,31.986
48,Australia,SOX,2007,34.22
49,Australia,SOX,2008,31.279
50,Australia,SOX,2009,32.657
51,Australia,SOX,2010,32.735
52,Australia,SOX,2011,32.355
53,Australia,SOX,2012,31.055
54,Australia,SOX,2013,27.754
55,Australia,SOX,2014,28.485
56,Australia,SOX,2015,29.26
57,Australia,SOX,2016,29.853
58,Australia,SOX,2017,31.696
59,Australia,SOX,2018,33.829
60,Australia,SOX,2019,34.52
62,Australia,SOX,1990,9.026
63,Australia,SOX,1991,8.725
64,Australia,SOX,1992,8.816
65,Australia,SOX,1993,9.218
66,Australia,SOX,1994,9.632
67,Australia,SOX,1995,10.278
68,Australia,SOX,1996,10.831
69,Australia,SOX,1997,11.397
70,Australia,SOX,1998,11.845
71,Australia,SOX,1999,11.811
72,Australia,SOX,2000,12.158
73,Australia,SOX,2001,11.728
74,Australia,SOX,2002,12.4
75,Australia,SOX,2003,12.741
76,Australia,SOX,2004,13.068
77,Australia,SOX,2005,13.358
78,Australia,SOX,2006,13.843
79,Australia,SOX,2007,14.923
80,Australia,SOX,2008,14.776
81,Australia,SOX,2009,14.663
82,Australia,SOX,2010,14.623
83,Australia,SOX,2011,15.47
84,Australia,SOX,2012,16.197
85,Australia,SOX,2013,16.427
86,Australia,SOX,2014,17.123
87,Australia,SOX,2015,17.04
88,Australia,SOX,2016,16.926
89,Australia,SOX,2017,16.715
90,Australia,SOX,2018,17.27
91,Australia,SOX,2019,17.631
93,Australia,SOX,1990,30.19
94,Australia,SOX,1991,25.919
95,Australia,SOX,1992,25.397
96,Australia,SOX,1993,22.149
97,Australia,SOX,1994,19.1
98,Australia,SOX,1995,25.016
99,Australia,SOX,1996,25.652
100,Australia,SOX,1997,24.813
101,Australia,SOX,1998,20.421
102,Australia,SOX,1999,16.976
103,Australia,SOX,2000,18.499
104,Australia,SOX,2001,18.191
105,Australia,SOX,2002,17.567
106,Australia,SOX,2003,18.054
107,Australia,SOX,2004,19.277
108,Australia,SOX,2005,19.418
109,Australia,SOX,2006,18.142
110,Australia,SOX,2007,19.297
111,Australia,SOX,2008,16.503
112,Australia,SOX,2009,17.995
113,Australia,SOX,2010,18.112
114,Australia,SOX,2011,16.885
115,Australia,SOX,2012,14.858
116,Australia,SOX,2013,11.326
117,Australia,SOX,2014,11.362
118,Australia,SOX,2015,12.22
119,Australia,SOX,2016,12.927
120,Australia,SOX,2017,14.982
121,Australia,SOX,2018,16.559
122,Australia,SOX,2019,16.889
124,Australia,SOX,1990,1545.972
125,Australia,SOX,1991,1535.317
126,Australia,SOX,1992,1617.81
127,Australia,SOX,1993,1710.934
128,Australia,SOX,1994,1735.559
129,Australia,SOX,1995,1638.101
130,Australia,SOX,1996,1724.915
131,Australia,SOX,1997,1781.275
132,Australia,SOX,1998,1710.564
133,Australia,SOX,1999,1802.949
134,Australia,SOX,2000,2311.824
135,Australia,SOX,2001,2554.516
136,Australia,SOX,2002,2744.886
137,Australia,SOX,2003,2743.762
138,Australia,SOX,2004,2479.962
139,Australia,SOX,2005,2487.348
140,Australia,SOX,2006,2450.625
141,Australia,SOX,2007,2410.518
142,Australia,SOX,2008,2481.08
143,Australia,SOX,2009,2565.259
144,Australia,SOX,2010,2345.373
145,Australia,SOX,2011,2474.653
146,Australia,SOX,2012,2487.036
147,Australia,SOX,2013,2386.427
148,Australia,SOX,2014,2471.222
149,Australia,SOX,2015,2355.588
150,Australia,SOX,2016,2435.807
151,Australia,SOX,2017,2256.037
152,Australia,SOX,2018,2049.218
153,Australia,SOX,2019,2117.733
155,Australia,SOX,1990,391.612
156,Australia,SOX,1991,401.587
157,Australia,SOX,1992,399.409
158,Australia,SOX,1993,407.699
159,Australia,SOX,1994,409.055
160,Australia,SOX,1995,426.546
161,Australia,SOX,1996,449.697
162,Australia,SOX,1997,478.412
163,Australia,SOX,1998,482.724
164,Australia,SOX,1999,494.915
165,Australia,SOX,2000,525.441
166,Australia,SOX,2001,560.13
167,Australia,SOX,2002,587.003
168,Australia,SOX,2003,630.593
169,Australia,SOX,2004,613.391
170,Australia,SOX,2005,594.163
171,Australia,SOX,2006,636.788
172,Australia,SOX,2007,613.741
173,Australia,SOX,2008,638.29
174,Australia,SOX,2009,631.394
175,Australia,SOX,2010,610.08
176,Australia,SOX,2011,587.026
177,Australia,SOX,2012,582.15
178,Australia,SOX,2013,554.943
179,Australia,SOX,2014,540.101
180,Australia,SOX,2015,542.8
181,Australia,SOX,2016,529.733
182,Australia,SOX,2017,525.305
183,Australia,SOX,2018,525.873
184,Australia,SOX,2019,453.914
186,Australia,SOX,1990,129.476
187,Australia,SOX,1991,123.471
188,Australia,SOX,1992,121.061
189,Australia,SOX,1993,118.363
190,Australia,SOX,1994,114.977
191,Australia,SOX,1995,114.741
192,Australia,SOX,1996,108.245
193,Australia,SOX,1997,115.937
194,Australia,SOX,1998,110.561
195,Australia,SOX,1999,114.183
196,Australia,SOX,2000,120.896
197,Australia,SOX,2001,109.279
198,Australia,SOX,2002,112.98
199,Australia,SOX,2003,112.525
200,Australia,SOX,2004,113.481
201,Australia,SOX,2005,117.276
202,Australia,SOX,2006,118.03
203,Australia,SOX,2007,115.35
204,Australia,SOX,2008,123.325
205,Australia,SOX,2009,113.668
206,Australia,SOX,2010,116.47
207,Australia,SOX,2011,113.643
208,Australia,SOX,2012,113.448
209,Australia,SOX,2013,117.985
210,Australia,SOX,2014,111.698
211,Australia,SOX,2015,89.442
212,Australia,SOX,2016,85.365
213,Australia,SOX,2017,83.032
214,Australia,SOX,2018,81.726
215,Australia,SOX,2019,95.407
217,Australia,SOX,1990,125.049
218,Australia,SOX,1991,119.21
219,Australia,SOX,1992,117.091
220,Australia,SOX,1993,114.492
221,Australia,SOX,1994,111.246
222,Australia,SOX,1995,111.089
223,Australia,SOX,1996,104.796
224,Australia,SOX,1997,112.777
225,Australia,SOX,1998,107.658
226,Australia,SOX,1999,111.302
227,Australia,SOX,2000,117.613
228,Australia,SOX,2001,106.078
229,Australia,SOX,2002,109.948
230,Australia,SOX,2003,109.456
231,Australia,SOX,2004,110.599
232,Australia,SOX,2005,114.356
233,Australia,SOX,2006,115.03
234,Australia,SOX,2007,112.359
235,Australia,SOX,2008,120.314
236,Australia,SOX,2009,110.844
237,Australia,SOX,2010,113.659
238,Australia,SOX,2011,110.847
239,Australia,SOX,2012,110.282
240,Australia,SOX,2013,114.843
241,Australia,SOX,2014,108.268
242,Australia,SOX,2015,86.001
243,Australia,SOX,2016,82.017
244,Australia,SOX,2017,79.699
245,Australia,SOX,2018,78.297
246,Australia,SOX,2019,92.27
248,Australia,SOX,1990,4.427
249,Australia,SOX,1991,4.26
250,Australia,SOX,1992,3.97
251,Australia,SOX,1993,3.87
252,Australia,SOX,1994,3.731
253,Australia,SOX,1995,3.652
254,Australia,SOX,1996,3.449
255,Australia,SOX,1997,3.16
256,Australia,SOX,1998,2.903
257,Australia,SOX,1999,2.881
258,Australia,SOX,2000,3.282
259,Australia,SOX,2001,3.201
260,Australia,SOX,2002,3.033
261,Australia,SOX,2003,3.068
262,Australia,SOX,2004,2.882
263,Australia,SOX,2005,2.921
264,Australia,SOX,2006,3.0
265,Australia,SOX,2007,2.991
266,Australia,SOX,2008,3.012
267,Australia,SOX,2009,2.824
268,Australia,SOX,2010,2.811
269,Australia,SOX,2011,2.796
270,Australia,SOX,2012,3.167
271,Australia,SOX,2013,3.142
272,Australia,SOX,2014,3.431
273,Australia,SOX,2015,3.441
274,Australia,SOX,2016,3.348
275,Australia,SOX,2017,3.334
276,Australia,SOX,2018,3.429
277,Australia,SOX,2019,3.137
279,Australia,SOX,1990,1024.884
280,Australia,SOX,1991,1010.259
281,Australia,SOX,1992,1097.339
282,Australia,SOX,1993,1184.873
283,Australia,SOX,1994,1211.527
284,Australia,SOX,1995,1096.814
285,Australia,SOX,1996,1166.973
286,Australia,SOX,1997,1186.926
287,Australia,SOX,1998,1117.279
288,Australia,SOX,1999,1193.851
289,Australia,SOX,2000,1665.488
290,Australia,SOX,2001,1885.107
291,Australia,SOX,2002,2044.903
292,Australia,SOX,2003,2000.645
293,Australia,SOX,2004,1753.09
294,Australia,SOX,2005,1775.909
295,Australia,SOX,2006,1695.807
296,Australia,SOX,2007,1681.427
297,Australia,SOX,2008,1719.464
298,Australia,SOX,2009,1820.197
299,Australia,SOX,2010,1618.823
300,Australia,SOX,2011,1773.984
301,Australia,SOX,2012,1791.438
302,Australia,SOX,2013,1713.499
303,Australia,SOX,2014,1819.422
304,Australia,SOX,2015,1723.346
305,Australia,SOX,2016,1820.708
306,Australia,SOX,2017,1647.699
307,Australia,SOX,2018,1441.618
308,Australia,SOX,2019,1568.411
310,Australia,SOX,1990,0.0
311,Australia,SOX,1991,0.0
312,Australia,SOX,1992,0.0
313,Australia,SOX,1993,0.0
314,Australia,SOX,1994,0.0
315,Australia,SOX,1995,0.0
316,Australia,SOX,1996,0.0
317,Australia,SOX,1997,0.0
318,Australia,SOX,1998,0.0
319,Australia,SOX,1999,0.0
320,Australia,SOX,2000,0.0
321,Australia,SOX,2001,0.0
322,Australia,SOX,2002,0.0
323,Australia,SOX,2003,0.0
324,Australia,SOX,2004,0.0
325,Australia,SOX,2005,0.0
326,Australia,SOX,2006,0.0
327,Australia,SOX,2007,0.0
328,Australia,SOX,2008,0.0
329,Australia,SOX,2009,0.0
330,Australia,SOX,2010,0.0
331,Australia,SOX,2011,0.0
332,Australia,SOX,2012,0.0
333,Australia,SOX,2013,0.0
334,Australia,SOX,2014,0.0
335,Australia,SOX,2015,0.0
336,Australia,SOX,2016,0.0
337,Australia,SOX,2017,0.0
338,Australia,SOX,2018,0.0
339,Australia,SOX,1990,0.0
340,Australia,SOX,1991,0.0
341,Australia,SOX,1992,0.0
342,Australia,SOX,1993,0.0
343,Australia,SOX,1994,0.0
344,Australia,SOX,1995,0.0
345,Australia,SOX,1996,0.0
346,Australia,SOX,1997,0.0
347,Australia,SOX,1998,0.0
348,Australia,SOX,1999,0.0
349,Australia,SOX,2000,0.0
350,Australia,SOX,2001,0.0
351,Australia,SOX,2002,0.0
352,Australia,SOX,2003,0.0
353,Australia,SOX,2004,0.0
354,Australia,SOX,2005,0.0
355,Australia,SOX,2006,0.0
356,Australia,SOX,2007,0.0
357,Australia,SOX,2008,0.0
358,Australia,SOX,2009,0.0
359,Australia,SOX,2010,0.0
360,Australia,SOX,2011,0.0
361,Australia,SOX,2012,0.0
362,Australia,SOX,2013,0.0
363,Australia,SOX,2014,0.0
364,Australia,SOX,2015,0.0
365,Australia,SOX,2016,0.0
366,Australia,SOX,2017,0.0
367,Australia,SOX,2018,0.0
368,Australia,SOX,2019,0.0
370,Australia,SOX,1990,0.0
371,Australia,SOX,1991,0.0
372,Australia,SOX,1992,0.0
373,Australia,SOX,1993,0.0
374,Australia,SOX,1994,0.0
375,Australia,SOX,1995,0.0
376,Australia,SOX,1996,0.0
377,Australia,SOX,1997,0.0
378,Australia,SOX,1998,0.0
379,Australia,SOX,1999,0.0
380,Australia,SOX,2000,0.0
381,Australia,SOX,2001,0.0
382,Australia,SOX,2002,0.0
383,Australia,SOX,2003,0.0
384,Australia,SOX,2004,0.0
385,Australia,SOX,2005,0.0
386,Australia,SOX,2006,0.0
387,Australia,SOX,2007,0.0
388,Australia,SOX,2008,0.0
389,Australia,SOX,2009,0.0
390,Australia,SOX,2010,0.0
391,Australia,SOX,2011,0.0
392,Australia,SOX,2012,0.0
393,Australia,SOX,2013,0.0
394,Australia,SOX,2014,0.0
395,Australia,SOX,2015,0.0
396,Australia,SOX,2016,0.0
397,Australia,SOX,2017,0.0
398,Australia,SOX,2018,0.0
399,Australia,SOX,1990,100.0
400,Australia,SOX,1991,99.04
401,Australia,SOX,1992,104.216
402,Australia,SOX,1993,109.911
403,Australia,SOX,1994,111.299
404,Australia,SOX,1995,105.564
405,Australia,SOX,1996,111.116
406,Australia,SOX,1997,114.654
407,Australia,SOX,1998,109.945
408,Australia,SOX,1999,115.553
409,Australia,SOX,2000,147.773
410,Australia,SOX,2001,163.037
411,Australia,SOX,2002,175.049
412,Australia,SOX,2003,175.03
413,Australia,SOX,2004,158.486
414,Australia,SOX,2005,158.98
415,Australia,SOX,2006,156.613
416,Australia,SOX,2007,154.224
417,Australia,SOX,2008,158.49
418,Australia,SOX,2009,163.887
419,Australia,SOX,2010,150.021
420,Australia,SOX,2011,158.152
421,Australia,SOX,2012,158.851
422,Australia,SOX,2013,152.296
423,Australia,SOX,2014,157.692
424,Australia,SOX,2015,150.446
425,Australia,SOX,2016,155.544
426,Australia,SOX,2017,144.319
427,Australia,SOX,2018,131.407
428,Australia,SOX,2019,135.773
430,Australia,SOX,1990,92.89
431,Australia,SOX,1991,90.833
432,Australia,SOX,1992,94.517
433,Australia,SOX,1993,98.799
434,Australia,SOX,1994,99.087
435,Australia,SOX,1995,92.941
436,Australia,SOX,1996,96.649
437,Australia,SOX,1997,98.653
438,Australia,SOX,1998,93.662
439,Australia,SOX,1999,97.369
440,Australia,SOX,2000,123.102
441,Australia,SOX,2001,134.084
442,Australia,SOX,2002,142.335
443,Australia,SOX,2003,140.692
444,Australia,SOX,2004,126.039
445,Australia,SOX,2005,124.902
446,Australia,SOX,2006,121.393
447,Australia,SOX,2007,117.38
448,Australia,SOX,2008,118.233
449,Australia,SOX,2009,119.766
450,Australia,SOX,2010,107.94
451,Australia,SOX,2011,112.22
452,Australia,SOX,2012,110.766
453,Australia,SOX,2013,104.383
454,Australia,SOX,2014,106.481
455,Australia,SOX,2015,100.136
456,Australia,SOX,2016,101.925
457,Australia,SOX,2017,92.99
458,Australia,SOX,2018,83.38
459,Australia,SOX,2019,84.849
461,Australia,NOX,1990,1620.455
462,Australia,NOX,1991,1595.685
463,Australia,NOX,1992,1641.505
464,Australia,NOX,1993,1684.372
465,Australia,NOX,1994,1686.574
466,Australia,NOX,1995,1693.053
467,Australia,NOX,1996,1744.622
468,Australia,NOX,1997,1797.993
469,Australia,NOX,1998,1835.052
470,Australia,NOX,1999,1866.879
471,Australia,NOX,2000,1875.345
472,Australia,NOX,2001,1959.555
473,Australia,NOX,2002,2039.442
474,Australia,NOX,2003,2121.049
475,Australia,NOX,2004,2174.42
476,Australia,NOX,2005,2194.272
477,Australia,NOX,2006,2204.723
478,Australia,NOX,2007,2213.795
479,Australia,NOX,2008,2266.42
480,Australia,NOX,2009,2250.388
481,Australia,NOX,2010,2340.436
482,Australia,NOX,2011,2291.206
483,Australia,NOX,2012,2438.566
484,Australia,NOX,2013,2506.937
485,Australia,NOX,2014,2526.549
486,Australia,NOX,2015,2543.935
487,Australia,NOX,2016,2609.507
488,Australia,NOX,2017,2686.69
489,Australia,NOX,2018,2770.321
490,Australia,NOX,2019,2729.413
492,Australia,NOX,1990,549.156
493,Australia,NOX,1991,539.232
494,Australia,NOX,1992,580.854
495,Australia,NOX,1993,588.587
496,Australia,NOX,1994,596.75
497,Australia,NOX,1995,624.957
498,Australia,NOX,1996,633.879
499,Australia,NOX,1997,642.463
500,Australia,NOX,1998,627.553
501,Australia,NOX,1999,617.765
502,Australia,NOX,2000,613.114
503,Australia,NOX,2001,641.923
504,Australia,NOX,2002,649.661
505,Australia,NOX,2003,680.016
506,Australia,NOX,2004,681.778
507,Australia,NOX,2005,671.712
508,Australia,NOX,2006,649.802
509,Australia,NOX,2007,635.539
510,Australia,NOX,2008,634.33
511,Australia,NOX,2009,624.926
512,Australia,NOX,2010,628.475
513,Australia,NOX,2011,630.864
514,Australia,NOX,2012,622.695
515,Australia,NOX,2013,623.646
516,Australia,NOX,2014,625.637
517,Australia,NOX,2015,649.255
518,Australia,NOX,2016,669.924
519,Australia,NOX,2017,695.594
520,Australia,NOX,2018,699.933
521,Australia,NOX,2019,629.242
523,Australia,NOX,1990,269.884
524,Australia,NOX,1991,264.933
525,Australia,NOX,1992,303.778
526,Australia,NOX,1993,310.523
527,Australia,NOX,1994,315.31
528,Australia,NOX,1995,323.624
529,Australia,NOX,1996,327.456
530,Australia,NOX,1997,327.095
531,Australia,NOX,1998,319.12
532,Australia,NOX,1999,311.675
533,Australia,NOX,2000,299.644
534,Australia,NOX,2001,282.953
535,Australia,NOX,2002,287.718
536,Australia,NOX,2003,283.027
537,Australia,NOX,2004,278.548
538,Australia,NOX,2005,247.762
539,Australia,NOX,2006,245.105
540,Australia,NOX,2007,231.113
541,Australia,NOX,2008,219.303
542,Australia,NOX,2009,210.85
543,Australia,NOX,2010,204.081
544,Australia,NOX,2011,203.717
545,Australia,NOX,2012,193.092
546,Australia,NOX,2013,187.385
547,Australia,NOX,2014,190.77
548,Australia,NOX,2015,187.877
549,Australia,NOX,2016,184.648
550,Australia,NOX,2017,177.329
551,Australia,NOX,2018,171.26
552,Australia,NOX,2019,169.132
554,Australia,NOX,1990,279.272
555,Australia,NOX,1991,274.299
556,Australia,NOX,1992,277.076
557,Australia,NOX,1993,278.064
558,Australia,NOX,1994,281.439
559,Australia,NOX,1995,301.333
560,Australia,NOX,1996,306.424
561,Australia,NOX,1997,315.368
562,Australia,NOX,1998,308.433
563,Australia,NOX,1999,306.09
564,Australia,NOX,2000,313.47
565,Australia,NOX,2001,358.969
566,Australia,NOX,2002,361.943
567,Australia,NOX,2003,396.989
568,Australia,NOX,2004,403.23
569,Australia,NOX,2005,423.95
570,Australia,NOX,2006,404.697
571,Australia,NOX,2007,404.426
572,Australia,NOX,2008,415.027
573,Australia,NOX,2009,414.076
574,Australia,NOX,2010,424.393
575,Australia,NOX,2011,427.148
576,Australia,NOX,2012,429.603
577,Australia,NOX,2013,436.261
578,Australia,NOX,2014,434.867
579,Australia,NOX,2015,461.378
580,Australia,NOX,2016,485.276
581,Australia,NOX,2017,518.265
582,Australia,NOX,2018,528.674
583,Australia,NOX,2019,460.11
585,Australia,NOX,1990,1071.299
586,Australia,NOX,1991,1056.453
587,Australia,NOX,1992,1060.651
588,Australia,NOX,1993,1095.785
589,Australia,NOX,1994,1089.824
590,Australia,NOX,1995,1068.096
591,Australia,NOX,1996,1110.742
592,Australia,NOX,1997,1155.53
593,Australia,NOX,1998,1207.499
594,Australia,NOX,1999,1249.114
595,Australia,NOX,2000,1262.231
596,Australia,NOX,2001,1317.633
597,Australia,NOX,2002,1389.781
598,Australia,NOX,2003,1441.034
599,Australia,NOX,2004,1492.642
600,Australia,NOX,2005,1522.56
601,Australia,NOX,2006,1554.921
602,Australia,NOX,2007,1578.256
603,Australia,NOX,2008,1632.09
604,Australia,NOX,2009,1625.462
605,Australia,NOX,2010,1711.961
606,Australia,NOX,2011,1660.341
607,Australia,NOX,2012,1815.871
608,Australia,NOX,2013,1883.291
609,Australia,NOX,2014,1900.913
610,Australia,NOX,2015,1894.679
611,Australia,NOX,2016,1939.583
612,Australia,NOX,2017,1991.096
613,Australia,NOX,2018,2070.388
614,Australia,NOX,2019,2100.171
616,Australia,NOX,1990,398.38
617,Australia,NOX,1991,394.529
618,Australia,NOX,1992,400.636
619,Australia,NOX,1993,418.656
620,Australia,NOX,1994,397.538
621,Australia,NOX,1995,402.356
622,Australia,NOX,1996,395.375
623,Australia,NOX,1997,403.196
624,Australia,NOX,1998,454.813
625,Australia,NOX,1999,476.913
626,Australia,NOX,2000,512.151
627,Australia,NOX,2001,539.542
628,Australia,NOX,2002,576.024
629,Australia,NOX,2003,555.313
630,Australia,NOX,2004,561.704
631,Australia,NOX,2005,566.561
632,Australia,NOX,2006,615.56
633,Australia,NOX,2007,647.406
634,Australia,NOX,2008,654.131
635,Australia,NOX,2009,667.628
636,Australia,NOX,2010,755.24
637,Australia,NOX,2011,585.13
638,Australia,NOX,2012,610.577
639,Australia,NOX,2013,579.245
640,Australia,NOX,2014,587.696
641,Australia,NOX,2015,633.661
642,Australia,NOX,2016,684.819
643,Australia,NOX,2017,674.787
644,Australia,NOX,2018,680.25
645,Australia,NOX,2019,659.212
647,Australia,NOX,1990,603.561
648,Australia,NOX,1991,594.365
649,Australia,NOX,1992,591.523
650,Australia,NOX,1993,604.943
651,Australia,NOX,1994,611.608
652,Australia,NOX,1995,622.07
653,Australia,NOX,1996,637.611
654,Australia,NOX,1997,668.492
655,Australia,NOX,1998,673.391
656,Australia,NOX,1999,688.31
657,Australia,NOX,2000,692.398
658,Australia,NOX,2001,696.662
659,Australia,NOX,2002,732.306
660,Australia,NOX,2003,814.221
661,Australia,NOX,2004,840.658
662,Australia,NOX,2005,894.568
663,Australia,NOX,2006,870.929
664,Australia,NOX,2007,876.233
665,Australia,NOX,2008,920.303
666,Australia,NOX,2009,905.582
667,Australia,NOX,2010,929.488
668,Australia,NOX,2011,1007.642
669,Australia,NOX,2012,1145.985
670,Australia,NOX,2013,1272.154
671,Australia,NOX,2014,1283.752
672,Australia,NOX,2015,1231.364
673,Australia,NOX,2016,1225.674
674,Australia,NOX,2017,1274.143
675,Australia,NOX,2018,1357.411
676,Australia,NOX,2019,1415.781
678,Australia,NOX,1990,588.495
679,Australia,NOX,1991,579.167
680,Australia,NOX,1992,575.92
681,Australia,NOX,1993,588.868
682,Australia,NOX,1994,595.655
683,Australia,NOX,1995,604.932
684,Australia,NOX,1996,617.285
685,Australia,NOX,1997,645.773
686,Australia,NOX,1998,648.052
687,Australia,NOX,1999,660.296
688,Australia,NOX,2000,661.622
689,Australia,NOX,2001,663.459
690,Australia,NOX,2002,698.317
691,Australia,NOX,2003,779.791
692,Australia,NOX,2004,805.204
693,Australia,NOX,2005,858.233
694,Australia,NOX,2006,828.5
695,Australia,NOX,2007,832.476
696,Australia,NOX,2008,873.54
697,Australia,NOX,2009,869.371
698,Australia,NOX,2010,891.963
699,Australia,NOX,2011,970.735
700,Australia,NOX,2012,1103.943
701,Australia,NOX,2013,1229.491
702,Australia,NOX,2014,1239.939
703,Australia,NOX,2015,1181.691
704,Australia,NOX,2016,1172.528
705,Australia,NOX,2017,1223.224
706,Australia,NOX,2018,1305.507
707,Australia,NOX,2019,1362.264
709,Australia,NOX,1990,15.067
710,Australia,NOX,1991,15.198
711,Australia,NOX,1992,15.603
712,Australia,NOX,1993,16.075
713,Australia,NOX,1994,15.953
714,Australia,NOX,1995,17.139
715,Australia,NOX,1996,20.326
716,Australia,NOX,1997,22.719
717,Australia,NOX,1998,25.338
718,Australia,NOX,1999,28.015
719,Australia,NOX,2000,30.776
720,Australia,NOX,2001,33.203
721,Australia,NOX,2002,33.989
722,Australia,NOX,2003,34.43
723,Australia,NOX,2004,35.454
724,Australia,NOX,2005,36.335
725,Australia,NOX,2006,42.43
726,Australia,NOX,2007,43.757
727,Australia,NOX,2008,46.763
728,Australia,NOX,2009,36.211
729,Australia,NOX,2010,37.526
730,Australia,NOX,2011,36.907
731,Australia,NOX,2012,42.042
732,Australia,NOX,2013,42.663
733,Australia,NOX,2014,43.813
734,Australia,NOX,2015,49.673
735,Australia,NOX,2016,53.146
736,Australia,NOX,2017,50.919
737,Australia,NOX,2018,51.904
738,Australia,NOX,2019,53.517
740,Australia,NOX,1990,38.266
741,Australia,NOX,1991,37.115
742,Australia,NOX,1992,39.312
743,Australia,NOX,1993,38.502
744,Australia,NOX,1994,42.796
745,Australia,NOX,1995,20.38
746,Australia,NOX,1996,43.699
747,Australia,NOX,1997,43.722
748,Australia,NOX,1998,41.934
749,Australia,NOX,1999,44.116
750,Australia,NOX,2000,21.608
751,Australia,NOX,2001,44.983
752,Australia,NOX,2002,44.311
753,Australia,NOX,2003,53.211
754,Australia,NOX,2004,54.881
755,Australia,NOX,2005,37.541
756,Australia,NOX,2006,38.506
757,Australia,NOX,2007,40.261
758,Australia,NOX,2008,39.598
759,Australia,NOX,2009,31.905
760,Australia,NOX,2010,9.211
761,Australia,NOX,2011,42.08
762,Australia,NOX,2012,32.897
763,Australia,NOX,2013,6.591
764,Australia,NOX,2014,6.161
765,Australia,NOX,2015,6.571
766,Australia,NOX,2016,6.756
767,Australia,NOX,2017,7.245
768,Australia,NOX,2018,7.404
769,Australia,NOX,2019,7.273
771,Australia,NOX,1990,4.163
772,Australia,NOX,1991,3.851
773,Australia,NOX,1992,3.913
774,Australia,NOX,1993,3.707
775,Australia,NOX,1994,3.381
776,Australia,NOX,1995,3.54
777,Australia,NOX,1996,3.337
778,Australia,NOX,1997,2.925
779,Australia,NOX,1998,3.692
780,Australia,NOX,1999,2.763
781,Australia,NOX,2000,3.202
782,Australia,NOX,2001,3.378
783,Australia,NOX,2002,2.993
784,Australia,NOX,2003,2.57
785,Australia,NOX,2004,2.583
786,Australia,NOX,2005,2.438
787,Australia,NOX,2006,2.511
788,Australia,NOX,2007,2.824
789,Australia,NOX,2008,2.863
790,Australia,NOX,2009,1.622
791,Australia,NOX,2010,1.77
792,Australia,NOX,2011,1.452
793,Australia,NOX,2012,1.887
794,Australia,NOX,2013,1.85
795,Australia,NOX,2014,1.804
796,Australia,NOX,2015,2.595
797,Australia,NOX,2016,3.9
798,Australia,NOX,2017,4.317
799,Australia,NOX,2018,3.995
800,Australia,NOX,2019,4.785
802,Australia,NOX,1990,26.93
803,Australia,NOX,1991,26.592
804,Australia,NOX,1992,25.267
805,Australia,NOX,1993,29.976
806,Australia,NOX,1994,34.502
807,Australia,NOX,1995,19.75
808,Australia,NOX,1996,30.72
809,Australia,NOX,1997,37.196
810,Australia,NOX,1998,33.669
811,Australia,NOX,1999,37.012
812,Australia,NOX,2000,32.872
813,Australia,NOX,2001,33.068
814,Australia,NOX,2002,34.147
815,Australia,NOX,2003,15.72
816,Australia,NOX,2004,32.816
817,Australia,NOX,2005,21.452
818,Australia,NOX,2006,27.415
819,Australia,NOX,2007,11.533
820,Australia,NOX,2008,15.196
821,Australia,NOX,2009,18.725
822,Australia,NOX,2010,16.252
823,Australia,NOX,2011,24.037
824,Australia,NOX,2012,24.525
825,Australia,NOX,2013,23.451
826,Australia,NOX,2014,21.499
827,Australia,NOX,2015,20.489
828,Australia,NOX,2016,18.434
829,Australia,NOX,2017,30.604
830,Australia,NOX,2018,21.328
831,Australia,NOX,2019,13.12
833,Australia,NOX,1990,0.0
834,Australia,NOX,1991,0.0
835,Australia,NOX,1992,0.0
836,Australia,NOX,1993,0.0
